type,delimiter,extension,format,nrows,ncols,file_size,nnum_vars,nchar_vars,num_vars,char_vars,tasks,num_files,title,link,author,publisher,citation_request,description,date_submitted,date_created,tags
,",",csv,,NA,25,NA,24,1,"Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,Data.Health.Life Expectancy at Birth, Female,Data.Health.Life Expectancy at Birth, Male,Data.Health.Life Expectancy at Birth, Total,Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth",Country,,NA,Global Development CSV File,,Ryan Whitcomb,From the CORGIS Dataset Project,,"The following data contains records collected on different countries and geographic locations from 1980 - 2013 from the World Bank.  Included is different data about urban development, agriculture and rural development, health, and infrastructure.",6/28/2016,,"world, countries, development, health, population, urban, rural, agriculture, infrastructure"
,",",csv,,NA,50,NA,49,1,"Year,Demographics.Total,Salaries.Highest,Salaries.Lowest,Salaries.Mean,Salaries.Median,Salaries.Quantity,Salaries.Standard Deviation,Demographics.Ethnicity.Asians,Demographics.Ethnicity.Minorities,Demographics.Ethnicity.Whites,Demographics.Gender.Females,Demographics.Gender.Males,Education.Degrees.Bachelors,Education.Degrees.Doctorates,Education.Degrees.Masters,Education.Degrees.Professionals,Employment.Employer Type.Business/Industry,Employment.Employer Type.Educational Institution,Employment.Employer Type.Government,Employment.Reason Working Outside Field.Career Change,Employment.Reason Working Outside Field.Family-related,Employment.Reason Working Outside Field.Job Location,Employment.Reason Working Outside Field.No Job Available,Employment.Reason Working Outside Field.Other,Employment.Reason Working Outside Field.Pay/Promotion,Employment.Reason Working Outside Field.Working Conditions,Employment.Reason for Not Working.Family,Employment.Reason for Not Working.Layoff,Employment.Reason for Not Working.No Job Available,Employment.Reason for Not Working.No need/want,Employment.Reason for Not Working.Student,Employment.Status.Employed,Employment.Status.Not in Labor Force,Employment.Status.Unemployed,Employment.Work Activity.Accounting/Finance/Contracts,Employment.Work Activity.Applied Research,Employment.Work Activity.Basic Research,Employment.Work Activity.Computer Applications,Employment.Work Activity.Design,Employment.Work Activity.Development,Employment.Work Activity.Human Resources,Employment.Work Activity.Managing/Supervising People/Projects,Employment.Work Activity.Other,Employment.Work Activity.Productions/Operations/Maintenance,Employment.Work Activity.Professional Service,Employment.Work Activity.Qualitity/Productivity Management,Employment.Work Activity.Sales, Purchasing, Marketing,Employment.Work Activity.Teaching",Education.Major,,NA,Graduates CSV File,,Austin Cory Bart acbart@vt.edu,From the CORGIS Dataset Project,,"The data in this library comes from the National Survey of Recent College Graduates.  Included is information about employment numbers, major information, and the earnings of different majors. Many majors were not available before 2010, so their values have been recorded as 0 (note that this may affect the averages shown in the bar charts).",11/1/2015,,"graduation, grads, majors, education, college, university, higher education, jobs, careers"
,",",csv,,NA,6,NA,4,2,"increase,number,population,year","disease,loc",,NA,Health CSV File,,Austin Cory Bart acbart@vt.edu,From the CORGIS Dataset Project,,This library holds data about reports of diseases in America.,11/1/2015,,"health, diseases, infection"
,",",csv,,NA,24,NA,5,19,"Rating.Overall,Procedure.Heart Attack.Cost,Procedure.Heart Failure.Cost,Procedure.Pneumonia.Cost,Procedure.Hip Knee.Cost","Facility.Name,Facility.City,Facility.State,Facility.Type,Rating.Mortality,Rating.Safety,Rating.Readmission,Rating.Experience,Rating.Effectiveness,Rating.Timeliness,Rating.Imaging,Procedure.Heart Attack.Quality,Procedure.Heart Attack.Value,Procedure.Heart Failure.Quality,Procedure.Heart Failure.Value,Procedure.Pneumonia.Quality,Procedure.Pneumonia.Value,Procedure.Hip Knee.Quality,Procedure.Hip Knee.Value",,NA,Hospitals CSV File,,Dennis Kafura,From the CORGIS Dataset Project,,"The data set allows consumers to directly compare across hospitals performance measure information related to heart attack, emergency department care, preventive care, stroke care, and other conditions. The data is part of an Administration-wide effort to increase the availability and accessibility of information on quality, utilization, and costs for effective, informed decision-making.",6/10/2019,,"hospitals, health care, medical, hospital costs, hospital quality"
,",",csv,,NA,11,NA,6,5,"Dimensions.Crest Elevation,Dimensions.Crest Length,Dimensions.Structural Height,Location.Latitude,Location.Longitude,Identity.Project.Year","Identity.Name,Identity.Watercourse,Location.County,Location.State,Identity.Project.Organization",,NA,Hydropower CSV File,,Ryan Whitcomb,From the CORGIS Dataset Project,,"Recent Federal policies and legislation focus on moving the nation towards a cleaner energy economy that includes developing environmentally appropriate renewable energy projects involving solar, wind and waves, geothermal, biofuels, and hydropower.  The 2010 Federal Memorandum of Understanding for Hydropower and the Energy Policy Act of 2005 direct the U.S. Department of Reclamation to evaluate development of new hydropower projects at Federally-owned facilities and upgrade or rehabilitate existing hydropower generation facilities, as a contribution to the nation’s clean energy goals.  The following data describes the facilities currently being operated that contribute to nationwide renewable energy strategies.",6/1/2016,,"hydropower, dams, lakes, rivers, waterways, irrigation, human consumption, industrial use, aquaculture, navigability, energy, electricity"
,",",csv,,NA,14,NA,6,8,"year,address.zip,industry.id,statistics.days away,statistics.days away/restricted/transfer,statistics.total case rate","address.city,address.state,address.street,business.name,business.second name,industry.division,industry.label,industry.major_group",,NA,Injuries CSV File,,Austin Cory Bart acbart@vt.edu,From the CORGIS Dataset Project,,"The Occupational Safety and Health Administration (OSHA) collected work-related injury and illness data from employers within specific industry and employment size specifications from 2002 through 2011. This data collection is called the OSHA Data Initiative or ODI. The data provided is used by OSHA to calculate establishment specific injury and illness incidence rates. This searchable database contains a table with the name, address, industry, and associated Total Case Rate (TCR), Days Away, Restricted, and Transfer (DART) case rate, and the Days Away From Work (DAFWII) case rate for the establishments that provided OSHA with valid data for calendar years 2002 through 2011.
This data has been sampled down from its original size to 4%. In addition, the original dataset only has data from a small portion of all private sector establishments in the United States (80,000 out of 7.5 million total establishments). Therefore, these data are not representative of all businesses and general conclusions pertaining to all US business should not be overdrawn.
Data quality: While OSHA takes multiple steps to ensure the data collected is accurate, problems and errors invariably exist for a small percentage of establishments. OSHA does not believe the data for the establishments with the highest rates on this file are accurate in absolute terms. Efforts were made during the collection cycle to correct submission errors, however some remain unresolved. It would be a mistake to say establishments with the highest rates on this file are the ‘most dangerous’ or ‘worst’ establishments in the Nation.
Rate Calculation: An incidence rate of injuries and illnesses is computed from the following formula: (Number of injuries and illnesses X 200,000) / Employee hours worked = Incidence rate. The Total Case Rate includes all cases recorded on the OSHA Form 300 (Column G + Column H + Column I + Column J). The Days Away/Restriced/Transfer includes cases recorded in Column H + Column I. The Days Away includes cases recorded in Column H. For further information on injury and illness incidence rates, please visit the Bureau of Labor Statistics’ webpage at http://www.bls.gov/iif/osheval.htm
State Participation: Not all state plan states participate in the ODI. The following states did not participate in the 2010 ODI (collection of CY 2009 data), establishment data is not available for these states: Alaska; Oregon; Puerto Rico; South Carolina; Washington; Wyoming.",3/22/2016,,"osha, united states, us, usa, government, health, safety, injury, injuries, hurt, pain, job, work, industry, career, occuptation, safety, hazard, health"
,",",csv,,NA,51,NA,50,1,"Time.Month,Time.Year,Data.Civilian Noninstitutional Population.Asian,Data.Civilian Noninstitutional Population.Black or African American,Data.Civilian Noninstitutional Population.White,Data.Not In Labor Force.Asian,Data.Not In Labor Force.Black or African American,Data.Not In Labor Force.White,Data.Civilian Labor Force.Asian.Counts,Data.Civilian Labor Force.Asian.Participation Rate,Data.Employed.Asian.Counts,Data.Employed.Asian.Unemployment Rate,Data.Unemployed.Asian.Counts,Data.Unemployed.Asian.Unemployment Rate,Data.Civilian Labor Force.Black or African American.Counts.All,Data.Civilian Labor Force.Black or African American.Counts.Men,Data.Civilian Labor Force.Black or African American.Counts.Women,Data.Civilian Labor Force.Black or African American.Participation Rate.All,Data.Civilian Labor Force.Black or African American.Participation Rate.Men,Data.Civilian Labor Force.Black or African American.Participation Rate.Women,Data.Civilian Labor Force.White.Counts.All,Data.Civilian Labor Force.White.Counts.Men,Data.Civilian Labor Force.White.Counts.Women,Data.Civilian Labor Force.White.Participation Rate.All,Data.Civilian Labor Force.White.Participation Rate.Men,Data.Civilian Labor Force.White.Participation Rate.Women,Data.Employed.Black or African American.Counts.All,Data.Employed.Black or African American.Counts.Men,Data.Employed.Black or African American.Counts.Women,Data.Employed.Black or African American.Employment-Population Ratio.All,Data.Employed.Black or African American.Employment-Population Ratio.Men,Data.Employed.Black or African American.Employment-Population Ratio.Women,Data.Employed.White.Counts.All,Data.Employed.White.Counts.Men,Data.Employed.White.Counts.Women,Data.Employed.White.Employment-Population Ratio.All,Data.Employed.White.Employment-Population Ratio.Men,Data.Employed.White.Employment-Population Ratio.Women,Data.Unemployed.Black or African American.Counts.All,Data.Unemployed.Black or African American.Counts.Men,Data.Unemployed.Black or African American.Counts.Women,Data.Unemployed.Black or African American.Unemployment Rate.All,Data.Unemployed.Black or African American.Unemployment Rate.Men,Data.Unemployed.Black or African American.Unemployment Rate.Women,Data.Unemployed.White.Counts.All,Data.Unemployed.White.Counts.Men,Data.Unemployed.White.Counts.Women,Data.Unemployed.White.Unemployment Rate.All,Data.Unemployed.White.Unemployment Rate.Men,Data.Unemployed.White.Unemployment Rate.Women",Time.Month Name,,NA,Labor CSV File,,Austin Cory Bart acbart@vt.edu,From the CORGIS Dataset Project,,"The Current Population Survey (CPS) is a monthly survey of households conducted by the Bureau of Census for the Bureau of Labor Statistics. It provides a comprehensive body of data on the labor force, employment, unemployment, persons not in the labor force, hours of work, earnings, and other demographic and labor force characteristics.",3/11/2016,,"labor, race, age, sex, gender, america, usa, census, employed, unemployed, employability, job, work, civilian, black, white, asian, government"
,",",csv,,NA,22,NA,9,13,"awarded.General Order number,awarded.date.day,awarded.date.month,awarded.date.year,awarded.location.latitude,awarded.location.longitude,birth.date.day,birth.date.month,birth.date.year","name,awarded.accredited to,awarded.citation,awarded.issued,birth.location name,metadata.link,military record.company,military record.division,military record.entered service at,military record.organization,military record.rank,awarded.date.full,awarded.location.name",,NA,Medal Of Honor CSV File,,Austin Cory Bart acbart@vt.edu,From the CORGIS Dataset Project,,"This dataset has records for the awarding of the United States Medal of Honor. The Medal of Honor is the United States of America’s highest military honor, awarded for personal acts of valor above and beyond the call of duty. The medal is awarded by the President of the United States in the name of the U.S. Congress to U.S. military personnel only. There are three versions of the medal, one for the Army, one for the Navy, and one for the Air Force.[5] Personnel of the Marine Corps and Coast Guard receive the Navy version.
The dataset was collected from the official military site, and includes records about how the medal was awarded and characteristics of the recipient. Unfortunately, because of the nature of century-old record keeping, many of the records are incomplete. While a very interesting dataset, it does have some missing data.",2/26/2016,,"us, usa, united states, military, combat, government, army, airforce, marines, navy, fighting, war, award, medal, honor, glory, death"
,",",csv,,NA,35,NA,31,4,"artist.familiarity,artist.hotttnesss,artist.latitude,artist.location,artist.longitude,artist.similar,artist.terms_freq,release.id,release.name,song.artist_mbtags,song.artist_mbtags_count,song.bars_confidence,song.bars_start,song.beats_confidence,song.beats_start,song.duration,song.end_of_fade_in,song.hotttnesss,song.key,song.key_confidence,song.loudness,song.mode,song.mode_confidence,song.start_of_fade_out,song.tatums_confidence,song.tatums_start,song.tempo,song.time_signature,song.time_signature_confidence,song.title,song.year","artist.id,artist.name,artist.terms,song.id",,NA,Music CSV File,,Ryan Whitcomb rwhit94@vt.edu,From the CORGIS Dataset Project,,"This library comes from the Million Song Dataset, which used a company called the Echo Nest to derive data points about one million popular contemporary songs.  The Million Song Dataset is a collaboration between the Echo Nest and LabROSA, a laboratory working towards intelligent machine listening.  The project was also funded in part by the National Science Foundation of America (NSF) to provide a large data set to evaluate research related to algorithms on a commercial size while promoting further research into the Music Information Retrieval field.  The data contains standard information about the songs such as artist name, title, and year released.  Additionally, the data contains more advanced information; for example, the length of the song, how many musical bars long the song is, and how long the fade in to the song was.",NA,,"music, songs, artists, creativity, media"
,",",csv,,NA,61,NA,61,0,"Year,Number.All,Number.Opioid.Any,Number.Opioid.Prescription,Number.Opioid.Synthetic,Number.Opioid.Heroin,Number.Opioid.Cocaine,Rate.All.Total,Rate.All.Sex.Male,Rate.All.Sex.Female,Rate.All.Region.Large City,Rate.All.Region.Small City,Rate.All.Region.Rural,Rate.All.Race.White,Rate.All.Race.Black,Rate.All.Race.Hispanic,Rate.Opioid.Any.Total,Rate.Opioid.Any.Sex.Male,Rate.Opioid.Any.Sex.Female,Rate.Opioid.Any.Region.Large City,Rate.Opioid.Any.Region.Small City,Rate.Opioid.Any.Region.Rural,Rate.Opioid.Any.Race.White,Rate.Opioid.Any.Race.Black,Rate.Opioid.Any.Race.Hispanic,Rate.Opioid.Prescription.Total,Rate.Opioid.Prescription.Sex.Male,Rate.Opioid.Prescription.Sex.Female,Rate.Opioid.Prescription.Region.Large City,Rate.Opioid.Prescription.Region.Small City,Rate.Opioid.Prescription.Region.Rural,Rate.Opioid.Prescription.Race.White,Rate.Opioid.Prescription.Race.Black,Rate.Opioid.Prescription.Race.Hispanic,Rate.Opioid.Synthetic.Total,Rate.Opioid.Synthetic.Sex.Male,Rate.Opioid.Synthetic.Sex.Female,Rate.Opioid.Synthetic.Region.Large City,Rate.Opioid.Synthetic.Region.Small City,Rate.Opioid.Synthetic.Region.Rural,Rate.Opioid.Synthetic.Race.White,Rate.Opioid.Synthetic.Race.Black,Rate.Opioid.Synthetic.Race.Hispanic,Rate.Opioid.Heroin.Total,Rate.Opioid.Heroin.Sex.Male,Rate.Opioid.Heroin.Sex.Female,Rate.Opioid.Heroin.Region.Large City,Rate.Opioid.Heroin.Region.Small City,Rate.Opioid.Heroin.Region.Rural,Rate.Opioid.Heroin.Race.White,Rate.Opioid.Heroin.Race.Black,Rate.Opioid.Heroin.Race.Hispanic,Rate.Opioid.Cocaine.Total,Rate.Opioid.Cocaine.Sex.Male,Rate.Opioid.Cocaine.Sex.Female,Rate.Opioid.Cocaine.Region.Large City,Rate.Opioid.Cocaine.Region.Small City,Rate.Opioid.Cocaine.Region.Rural,Rate.Opioid.Cocaine.Race.White,Rate.Opioid.Cocaine.Race.Black,Rate.Opioid.Cocaine.Race.Hispanic",,,NA,Opioids CSV File,,Dennis Kafura,From the CORGIS Dataset Project,,"All opioids are chemically related and interact with opioid receptors on nerve cells in the body and brain. Opioid pain relievers  can be misused (taken in a different way or in a larger quantity than prescribed, or taken without a doctor’s prescription). Regular use - even as prescribed by a doctor - can lead to dependence and, when misused, opioid pain relievers can lead to addiction, overdose incidents, and deaths. The National Institute on Drug Abuse collects and analyzes data about deaths from opioid abuse. This data set reports on data from 1999-2017.",6/30/2019,,"opioids, drug deaths, heroin, cocaine, drug overdose"
,",",csv,,NA,14,NA,4,10,"Person.Age,Incident.Date.Month,Incident.Date.Day,Incident.Date.Year","Person.Name,Person.Gender,Person.Race,Incident.Date.Full,Incident.Location.City,Incident.Location.State,Factors.Armed,Factors.Threat-Level,Factors.Fleeing,Shooting.Manner",,NA,Police Shootings CSV File,,Dennis Kafura (kafura@vt.edu),From the CORGIS Dataset Project,,https://www.washingtonpost.com/national/how-the-washington-post-is-examining-police-shootings-in-the-united-states/2016/07/07/d9c52238-43ad-11e6-8856-f26de2537a9d_story.html,5/31/2019,,"violence, crime, violent, police, shootings, race, location, time"
,",",csv,,NA,13,NA,9,4,"daily average.amazon revenue,daily average.author revenue,daily average.gross sales,daily average.publisher revenue,daily average.units sold,statistics.average rating,statistics.sale price,statistics.sales rank,statistics.total reviews","genre,sold by,publisher.name,publisher.type",,NA,Publishers CSV File,,Austin Cory Bart acbart@vt.edu,From the CORGIS Dataset Project,,"From a newspaper article about analyzing amazon e-book sales by genre and publisher. Unfortunately, they do not have information on the book’s title or author. This collection includes 54,000 titles spanning across several genres and types of publishing companies, practically every book on every Amazon bestseller list. Along with publisher information, it also includes the book’s overall Amazon Kindle store sales ranking. This ranking is used to sort the books. Keep in mind that this data is NOT time-oriented; it is a collection of a bunch of different books, not a book over time.",11/1/2015,,"publishers, amazon, books, sales, genres, literature, english"
,",",csv,,NA,18,NA,1,17,data.parking spaces,"data.date,data.owned or leased,data.status,data.type,location.congressional district,location.id,location.region id,data.disabilities.ADA Accessible,data.disabilities.ansi usable,data.history.status,data.history.type,location.address.city,location.address.county,location.address.line 1,location.address.line 2,location.address.state,location.address.zip",,NA,Real Estate CSV File,,Austin Cory Bart acbart@vt.edu,From the CORGIS Dataset Project,,"Real Estate Across the United States (REXUS) is the primary tool used by PBS to track and manage the government’s real property assets and to store inventory data, building data, customer data, and lease information. STAR manages aspects of real property space management, including identification of all building space and daily management of 22,000 assignments for all property to its client Federal agencies. This data set contains PBS building inventory that consists of both owned and leased buildings with active and excess status.",2/23/2016,,"real, estate, buildings, government, building"
,",",csv,,NA,197,NA,195,2,"time.index,time.month,time.year,data.inventories.all department stores,data.inventories.all other home furnishings stores,data.inventories.all other merchandise stores,data.inventories.appliances and other electronics stores,data.inventories.auto and other motor vehicles,data.inventories.automobile dealers,data.inventories.automotive parts and tire stores,data.inventories.beer, wine, and liquor stores,data.inventories.book stores,data.inventories.building materials and garden supplies dealers,data.inventories.building supplies dealers,data.inventories.clothing stores,data.inventories.computer and software stores,data.inventories.discount department stores,data.inventories.drinking places,data.inventories.electronic shopping and mail-order houses,data.inventories.electronics and appliance stores,data.inventories.family clothing stores,data.inventories.floor covering stores,data.inventories.food and beverage stores,data.inventories.food services and drinking places,data.inventories.fuel dealers,data.inventories.full service restaurants,data.inventories.furniture and home furnishings stores,data.inventories.furniture stores,data.inventories.furniture, home furn, electronics, and appliance stores,data.inventories.gafo,data.inventories.gasoline stations,data.inventories.general merchandise stores,data.inventories.gift, novelty, and souvenir stores,data.inventories.grocery stores,data.inventories.hardware stores,data.inventories.health and personal care stores,data.inventories.hobby, toy, and game stores,data.inventories.home furnishings stores,data.inventories.household appliance stores,data.inventories.jewelry stores,data.inventories.limited service eating places,data.inventories.men's clothing stores,data.inventories.miscellaneous store retailers,data.inventories.motor vehicle and parts dealers,data.inventories.new car dealers,data.inventories.non-discount department stores,data.inventories.non-leased department stores,data.inventories.nonstore retailers,data.inventories.office supplies and stationery stores,data.inventories.office supplies, stationery, and gift stores,data.inventories.other clothing stores,data.inventories.other general merchandise stores,data.inventories.paint and wallpaper stores,data.inventories.pharmacies and drug stores,data.inventories.radio, TV, and electronics stores,data.inventories.retail trade,data.inventories.retail trade and food services,data.inventories.retail trade and food services, ex auto,data.inventories.retail trade, ex auto,data.inventories.shoe stores,data.inventories.sporting goods stores,data.inventories.sporting goods, hobby, book, and music stores,data.inventories.supermarkets and other grocery (except convenience) stores,data.inventories.used car dealers,data.inventories.used merchandise stores,data.inventories.warehouse clubs and superstores,data.inventories.women's clothing stores,data.ratio.all department stores,data.ratio.all other home furnishings stores,data.ratio.all other merchandise stores,data.ratio.appliances and other electronics stores,data.ratio.auto and other motor vehicles,data.ratio.automobile dealers,data.ratio.automotive parts and tire stores,data.ratio.beer, wine, and liquor stores,data.ratio.book stores,data.ratio.building materials and garden supplies dealers,data.ratio.building supplies dealers,data.ratio.clothing stores,data.ratio.computer and software stores,data.ratio.discount department stores,data.ratio.drinking places,data.ratio.electronic shopping and mail-order houses,data.ratio.electronics and appliance stores,data.ratio.family clothing stores,data.ratio.floor covering stores,data.ratio.food and beverage stores,data.ratio.food services and drinking places,data.ratio.fuel dealers,data.ratio.full service restaurants,data.ratio.furniture and home furnishings stores,data.ratio.furniture stores,data.ratio.furniture, home furn, electronics, and appliance stores,data.ratio.gafo,data.ratio.gasoline stations,data.ratio.general merchandise stores,data.ratio.gift, novelty, and souvenir stores,data.ratio.grocery stores,data.ratio.hardware stores,data.ratio.health and personal care stores,data.ratio.hobby, toy, and game stores,data.ratio.home furnishings stores,data.ratio.household appliance stores,data.ratio.jewelry stores,data.ratio.limited service eating places,data.ratio.men's clothing stores,data.ratio.miscellaneous store retailers,data.ratio.motor vehicle and parts dealers,data.ratio.new car dealers,data.ratio.non-discount department stores,data.ratio.non-leased department stores,data.ratio.nonstore retailers,data.ratio.office supplies and stationery stores,data.ratio.office supplies, stationery, and gift stores,data.ratio.other clothing stores,data.ratio.other general merchandise stores,data.ratio.paint and wallpaper stores,data.ratio.pharmacies and drug stores,data.ratio.radio, TV, and electronics stores,data.ratio.retail trade,data.ratio.retail trade and food services,data.ratio.retail trade and food services, ex auto,data.ratio.retail trade, ex auto,data.ratio.shoe stores,data.ratio.sporting goods stores,data.ratio.sporting goods, hobby, book, and music stores,data.ratio.supermarkets and other grocery (except convenience) stores,data.ratio.used car dealers,data.ratio.used merchandise stores,data.ratio.warehouse clubs and superstores,data.ratio.women's clothing stores,data.sales.all department stores,data.sales.all other home furnishings stores,data.sales.all other merchandise stores,data.sales.appliances and other electronics stores,data.sales.auto and other motor vehicles,data.sales.automobile dealers,data.sales.automotive parts and tire stores,data.sales.beer, wine, and liquor stores,data.sales.book stores,data.sales.building materials and garden supplies dealers,data.sales.building supplies dealers,data.sales.clothing stores,data.sales.computer and software stores,data.sales.discount department stores,data.sales.drinking places,data.sales.electronic shopping and mail-order houses,data.sales.electronics and appliance stores,data.sales.family clothing stores,data.sales.floor covering stores,data.sales.food and beverage stores,data.sales.food services and drinking places,data.sales.fuel dealers,data.sales.full service restaurants,data.sales.furniture and home furnishings stores,data.sales.furniture stores,data.sales.furniture, home furn, electronics, and appliance stores,data.sales.gafo,data.sales.gasoline stations,data.sales.general merchandise stores,data.sales.gift, novelty, and souvenir stores,data.sales.grocery stores,data.sales.hardware stores,data.sales.health and personal care stores,data.sales.hobby, toy, and game stores,data.sales.home furnishings stores,data.sales.household appliance stores,data.sales.jewelry stores,data.sales.limited service eating places,data.sales.men's clothing stores,data.sales.miscellaneous store retailers,data.sales.motor vehicle and parts dealers,data.sales.new car dealers,data.sales.non-discount department stores,data.sales.non-leased department stores,data.sales.nonstore retailers,data.sales.office supplies and stationery stores,data.sales.office supplies, stationery, and gift stores,data.sales.other clothing stores,data.sales.other general merchandise stores,data.sales.paint and wallpaper stores,data.sales.pharmacies and drug stores,data.sales.radio, TV, and electronics stores,data.sales.retail trade,data.sales.retail trade and food services,data.sales.retail trade and food services, ex auto,data.sales.retail trade, ex auto,data.sales.shoe stores,data.sales.sporting goods stores,data.sales.sporting goods, hobby, book, and music stores,data.sales.supermarkets and other grocery (except convenience) stores,data.sales.used car dealers,data.sales.used merchandise stores,data.sales.warehouse clubs and superstores,data.sales.women's clothing stores","time.month name,time.period",,NA,Retail Services CSV File,,Austin Cory Bart acbart@vt.edu,From the CORGIS Dataset Project,,"The Advance Monthly and Monthly Retail Trade Surveys (MARTS and MRTS), the Annual Retail Trade Survey (ARTS), and the Quarterly E-Commerce Report work together to produce the most comprehensive data available on retail economic activity in the United States. More detailed descriptions of these programs can be found by choosing one of the links to the left.
Regular quality control and verification takes place between MARTS, MRTS, and ARTS annually and between these programs and the Economic Census of Retail Trade every five years. Each year when annual data become available, we compare and resolve differences between the data collected on the monthly and annual surveys. We refer to this process as the monthly-to-annual reconciliation. At the same time, we benchmark the monthly estimates using results of the annual survey. ARTS estimates are then benchmarked to data maintained by the Economic Census of Retail Trade. This process of benchmarking retail data over all four programs ensures consistency in our estimates.
The Business Expenses Supplement is an addition to the 2007 Annual Retail Trade Survey. Its purpose is to compile statistics on detailed business operating expenses. The United States Code, Title 13, authorizes this program as part of the Economic Census. This coverage was previously part of the predecessor Business Expenses Survey. Detailed expenses are collected every five years.",3/22/2016,,"retail, services, government, united states, usa, us, trade, food, services"
,",",csv,,NA,99,NA,97,2,"Year,Total.Math,Total.Test-takers,Total.Verbal,Academic Subjects.Arts/Music.Average GPA,Academic Subjects.Arts/Music.Average Years,Academic Subjects.English.Average GPA,Academic Subjects.English.Average Years,Academic Subjects.Foreign Languages.Average GPA,Academic Subjects.Foreign Languages.Average Years,Academic Subjects.Mathematics.Average GPA,Academic Subjects.Mathematics.Average Years,Academic Subjects.Natural Sciences.Average GPA,Academic Subjects.Natural Sciences.Average Years,Academic Subjects.Social Sciences/History.Average GPA,Academic Subjects.Social Sciences/History.Average Years,Family Income.Between 20-40k.Math,Family Income.Between 20-40k.Test-takers,Family Income.Between 20-40k.Verbal,Family Income.Between 40-60k.Math,Family Income.Between 40-60k.Test-takers,Family Income.Between 40-60k.Verbal,Family Income.Between 60-80k.Math,Family Income.Between 60-80k.Test-takers,Family Income.Between 60-80k.Verbal,Family Income.Between 80-100k.Math,Family Income.Between 80-100k.Test-takers,Family Income.Between 80-100k.Verbal,Family Income.Less than 20k.Math,Family Income.Less than 20k.Test-takers,Family Income.Less than 20k.Verbal,Family Income.More than 100k.Math,Family Income.More than 100k.Test-takers,Family Income.More than 100k.Verbal,GPA.A minus.Math,GPA.A minus.Test-takers,GPA.A minus.Verbal,GPA.A plus.Math,GPA.A plus.Test-takers,GPA.A plus.Verbal,GPA.A.Math,GPA.A.Test-takers,GPA.A.Verbal,GPA.B.Math,GPA.B.Test-takers,GPA.B.Verbal,GPA.C.Math,GPA.C.Test-takers,GPA.C.Verbal,GPA.D or lower.Math,GPA.D or lower.Test-takers,GPA.D or lower.Verbal,GPA.No response.Math,GPA.No response.Test-takers,GPA.No response.Verbal,Gender.Female.Math,Gender.Female.Test-takers,Gender.Female.Verbal,Gender.Male.Math,Gender.Male.Test-takers,Gender.Male.Verbal,Score Ranges.Between 200 to 300.Math.Females,Score Ranges.Between 200 to 300.Math.Males,Score Ranges.Between 200 to 300.Math.Total,Score Ranges.Between 200 to 300.Verbal.Females,Score Ranges.Between 200 to 300.Verbal.Males,Score Ranges.Between 200 to 300.Verbal.Total,Score Ranges.Between 300 to 400.Math.Females,Score Ranges.Between 300 to 400.Math.Males,Score Ranges.Between 300 to 400.Math.Total,Score Ranges.Between 300 to 400.Verbal.Females,Score Ranges.Between 300 to 400.Verbal.Males,Score Ranges.Between 300 to 400.Verbal.Total,Score Ranges.Between 400 to 500.Math.Females,Score Ranges.Between 400 to 500.Math.Males,Score Ranges.Between 400 to 500.Math.Total,Score Ranges.Between 400 to 500.Verbal.Females,Score Ranges.Between 400 to 500.Verbal.Males,Score Ranges.Between 400 to 500.Verbal.Total,Score Ranges.Between 500 to 600.Math.Females,Score Ranges.Between 500 to 600.Math.Males,Score Ranges.Between 500 to 600.Math.Total,Score Ranges.Between 500 to 600.Verbal.Females,Score Ranges.Between 500 to 600.Verbal.Males,Score Ranges.Between 500 to 600.Verbal.Total,Score Ranges.Between 600 to 700.Math.Females,Score Ranges.Between 600 to 700.Math.Males,Score Ranges.Between 600 to 700.Math.Total,Score Ranges.Between 600 to 700.Verbal.Females,Score Ranges.Between 600 to 700.Verbal.Males,Score Ranges.Between 600 to 700.Verbal.Total,Score Ranges.Between 700 to 800.Math.Females,Score Ranges.Between 700 to 800.Math.Males,Score Ranges.Between 700 to 800.Math.Total,Score Ranges.Between 700 to 800.Verbal.Females,Score Ranges.Between 700 to 800.Verbal.Males,Score Ranges.Between 700 to 800.Verbal.Total","State.Code,State.Name",,NA,School Scores CSV File,,Austin Cory Bart acbart@vt.edu,From the CORGIS Dataset Project,,SAT Scores from across the country,10/24/2016,,"school, education, K-12, kindergarten, learning, teaching, sat"
